ID,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
2226,Taegukgi hwinalrimyeo,2000s,140,12800000,8.5,1792,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,1,0,0,1,0,0,0
2227,"Tailor of Panama, The",2000s,109,18000000,6.1,5997,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0
2228,Take the Money and Run,1960s,85,1500000,7.3,3025,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2229,"Talented Mr. Ripley, The",1990s,139,40000000,7,25974,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0
2230,Talk Radio,1980s,110,4000000,6.9,2080,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2231,Tang shan da xiong,1970s,115,100000,6.3,1468,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
2232,Tango & Cash,1980s,104,55000000,5.4,7657,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
2233,Tank Girl,1990s,104,25000000,4.6,4400,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,1,0,0,0,0
2234,Targets,1960s,90,130000,7.4,793,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0,0
2235,Tart,2000s,94,3300000,4.6,714,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
2236,Tarzan,1990s,88,150000000,7.1,10672,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,0,0
2237,Taxi Driver,1970s,110,1300000,8.5,47873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
2238,Tea with Mussolini,1990s,117,12000000,6.7,2711,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,1,0,0,0
2239,Teaching Mrs. Tingle,1990s,96,13000000,5,5244,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
2240,Team America: World Police,2000s,98,30000000,7.3,13104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,1,0,1,0,0,0,0
2241,Tears of the Sun,2000s,121,70000000,6.2,8690,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0
2242,Ted Bundy,2000s,99,1200000,5.2,852,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2243,Teen Wolf Too,1980s,95,3000000,2.7,2209,34.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
2244,Teenage Mutant Ninja Turtles,1990s,93,13500000,5.5,6946,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
2245,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1990s,88,25000000,4.6,3429,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
2246,Telling Lies in America,1990s,101,4000000,6.4,646,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
2247,"Temp, The",1990s,99,15000000,4.9,668,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
2248,"Ten Commandments, The",1950s,220,13500000,7.7,8895,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
2249,"Terminal, The",2000s,128,60000000,7.1,15809,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,1,0
2250,Terminator 2: Judgment Day,1990s,154,100000000,8.2,77614,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0
2251,Terminator 3: Rise of the Machines,2000s,109,175000000,6.9,32111,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,1,0,0,0,0,0,0
2252,"Terminator, The",1980s,108,6400000,7.9,59772,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,1,0
2253,"Texas Chain Saw Massacre, The",1970s,75,140000,7,10224,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
2254,"Texas Chainsaw Massacre 2, The",1980s,111,4700000,4.6,2107,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
2255,"Texas Chainsaw Massacre, The",2000s,98,9200000,5.9,9587,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0
2256,Texas Rangers,2000s,86,38000000,5.1,945,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
2257,That Thing You Do!,1990s,108,2500000,6.6,11701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
2258,Thelma & Louise,1990s,129,16500000,7.3,18075,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
2259,There's Something About Mary,1990s,134,23000000,7.2,46343,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0
2260,They,2000s,89,17000000,4.4,2660,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0,0
2261,They Died with Their Boots On,1940s,140,2200000,7.1,693,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
2262,They Drive by Night,1940s,95,500000,7.3,667,0,0,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
2263,They Live,1980s,93,4000000,6.5,5131,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
2264,"Thin Red Line, The",1990s,170,52000000,7.2,25637,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,1,0,0,1,0,0,0
2265,"Thing Called Love, The",1990s,116,14000000,6,1217,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,1,0
2266,"Thing, The",1980s,109,10000000,7.8,17071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,0,0,0,0
2267,Things to Do in Denver When You're Dead,1990s,115,8000000,6.6,5703,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,1,0
2268,Thir13en Ghosts,2000s,87,20000000,5.1,8292,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
2269,Thirteen,2000s,100,1500000,7.1,8652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
2270,Thirteen Conversations About One Thing,2000s,104,3000000,7.2,2883,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
2271,Thirteen Days,2000s,145,80000000,7.4,10926,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,PG-13,0,0,0,1,0,0,0
2272,"Thirteenth Floor, The",1990s,100,16000000,6.4,7712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0,0
2273,This Island Earth,1950s,87,800000,5.4,1294,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2274,"Thomas Crown Affair, The",1960s,102,4300000,6.7,2766,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
2275,"Thomas Crown Affair, The",1990s,113,48000000,6.7,17220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,0,0,1,0
2276,Thoroughly Modern Millie,1960s,138,6000000,6.6,814,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
2277,"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",1960s,138,5600000,6.7,1064,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,1,0,0,0,0
2278,Three Fugitives,1980s,92,15000000,5.5,1664,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
2279,Three Kings,1990s,114,48000000,7.3,31503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,1,1,0,0,0
2280,Three to Tango,1990s,98,20000000,6,5719,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
2281,Thunderball,1960s,130,9000000,6.8,8226,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,0,0,0,0
2282,Thunderbirds,2000s,95,57000000,4.4,1419,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,1,0,1,0,0,0,0
2283,Thunderbolt and Lightfoot,1970s,114,4000000,6.8,1983,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
2284,"Tigger Movie, The",2000s,77,20000000,6.1,1376,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,0
2285,Time Bandits,1980s,110,5000000,6.9,9434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2286,"Time Machine, The",1960s,89,750000,7.3,4269,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
2287,"Time Machine, The",2000s,96,80000000,5.5,12424,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2288,"Time to Kill, A",1990s,149,40000000,6.9,15577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
2289,Timecode,2000s,97,4000000,6.2,2320,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0
2290,Timeline,2000s,116,80000000,5.2,5803,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0,0
2291,Tin Cup,1990s,135,45000000,6.2,7521,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0
2292,Tin Men,1980s,110,11000000,6.4,2065,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
2293,Titan A.E.,2000s,94,75000000,6.4,9373,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG,1,1,0,0,0,0,0
2294,Titanic,1990s,194,200000000,6.9,90195,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG-13,0,0,0,1,0,1,0
2295,To Catch a Thief,1950s,106,2500000,7.4,6053,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,1,0
2296,To Die For,1990s,110,20000000,6.7,7737,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
2297,To Kill a Mockingbird,1960s,129,2000000,8.5,30139,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
2298,"To Sir, with Love",1960s,105,640000,7.4,1999,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
2299,Tom Jones,1960s,128,1000000,7.2,1392,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
2300,Tomcats,2000s,95,11000000,4.7,3717,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
2301,Tommy,1970s,111,5000000,6.1,2916,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
2302,Tomorrow Never Dies,1990s,119,110000000,6.4,19397,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2303,Top Gun,1980s,110,15000000,6.5,32410,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,1,0
2304,Top Hat,1930s,101,609000,7.8,2240,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,1,0
2305,Topaz,1960s,143,4000000,6.1,1918,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
2306,"Topo, El",1970s,125,400000,7.3,1008,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
2307,Tora! Tora! Tora!,1970s,144,25000000,7.4,3663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,1,0,0,1,0,0,0
2308,Torn Curtain,1960s,126,6000000,6.5,2477,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2309,Torque,2000s,81,40000000,3.2,4050,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2310,Total Recall,1990s,113,65000000,7.2,26486,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,1,0,0,0,0,0,0
2311,Touch of Evil,1950s,106,829000,8.4,11745,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,0,0,0,0
2312,"Towering Inferno, The",1970s,165,14000000,6.4,5386,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
2313,Town & Country,2000s,104,90000000,4.5,1434,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
2314,Toy Story,1990s,81,30000000,7.9,46019,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,1,1,0,0,0,0
2315,Toy Story 2,1990s,92,90000000,8.1,40941,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,1,1,0,0,0,0
2316,Traffic,2000s,147,48000000,7.8,41268,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
2317,"Train, The",1960s,133,6700000,7.7,1616,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,0,0,0,0
2318,Training Day,2000s,120,45000000,7.3,22776,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,R,0,0,0,1,0,0,0
2319,Trainspotting,1990s,94,3500000,8,51887,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
2320,Trapped,2000s,106,30000000,6,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
2321,Trauma,1990s,106,7000000,5.5,652,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
2322,Treasure Planet,2000s,95,140000000,6.6,3724,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG,0,1,0,1,0,0,0
2323,"Treasure of the Sierra Madre, The",1940s,126,3800000,8.4,10470,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,0,1,0,0,0
2324,Trees Lounge,1990s,95,1300000,7.1,3155,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
2325,Trekkies,1990s,86,375000,6.9,1526,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,PG,0,0,0,0,1,0,0
2326,Tremors,1990s,96,10000000,6.9,9657,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2327,"Trigger Effect, The",1990s,94,8000000,5.4,1591,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
2328,"Triplettes de Belleville, Les",2000s,78,8000000,7.7,6618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,1,1,0,0,0,0
2329,Tromeo and Juliet,1990s,108,350000,5.8,1030,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,1,1,0,0,0
2330,Tron,1980s,96,17000000,6.4,9084,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
2331,Trouble in Paradise,1930s,83,519706,8.1,1304,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,1,0,0,1,0
2332,"Trouble with Harry, The",1950s,99,1200000,7.3,3674,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
2333,Troy,2000s,162,185000000,7.1,33979,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,1,0,0,1,0,1,0
2334,True Lies,1990s,141,100000000,7,31011,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,1,0,1,0,0,1,0
2335,True Romance,1990s,121,12500000,7.7,25896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,1,0
2336,"Truman Show, The",1990s,103,60000000,7.7,62434,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG,0,0,1,1,0,0,0
2337,Tuck Everlasting,2000s,96,15000000,6.5,2055,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1,0
2338,Tucker: The Man and His Dream,1980s,110,25000000,6.8,2944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
2339,Tumbleweeds,1990s,102,312000,6.9,1146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,1,1,0,0,0
2340,"Tuxedo, The",2000s,98,60000000,5.1,6070,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
2341,Twelve Monkeys,1990s,129,29000000,7.9,62301,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
2342,Twilight Zone: The Movie,1980s,120,10000000,6,4458,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
2343,Twin Falls Idaho,1990s,111,500000,7.1,1547,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
2344,Twin Peaks: Fire Walk with Me,1990s,135,10000000,6.5,6927,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0,0
2345,Twin Town,1990s,99,3300000,6.1,1172,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
2346,Twins,1980s,105,15000000,5.9,13213,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
2347,Twister,1990s,113,92000000,5.9,28315,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
2348,Two Can Play That Game,2000s,93,6000000,5.8,843,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,1,0
2349,Two Girls and a Guy,1990s,84,1000000,5.6,2014,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,NC-17,0,0,1,1,0,0,0
2350,Two Weeks Notice,2000s,101,60000000,5.8,15010,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
2351,Two for the Road,1960s,111,4000000,7.3,1251,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,1,0
2352,Two-Lane Blacktop,1970s,105,850000,6.7,773,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
2353,U Turn,1990s,125,19000000,6.5,10306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0
2354,U-571,2000s,116,62000000,6.5,15792,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
2355,U.S. Marshals,1990s,131,60000000,6.1,10315,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
2356,UHF,1980s,97,5000000,6.6,6384,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
2357,"Uccello dalle piume di cristallo, L'",1970s,96,500000,6.8,883,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
2358,Ulee's Gold,1990s,113,2700000,7.1,2368,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
2359,Ultimo tango a Parigi,1970s,250,1250000,6.9,4007,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,NC-17,0,0,0,1,0,1,0
2360,Unbreakable,2000s,106,75000000,7.1,35842,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0
2361,Under Siege,1990s,98,12000000,6.1,9413,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
2362,Under Siege 2: Dark Territory,1990s,99,60000000,4.9,5551,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
2363,Under Suspicion,2000s,111,25000000,6.4,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2364,Undercover Brother,2000s,85,25000000,6,5138,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0
2365,Underneath,1990s,99,6500000,6.3,674,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
2366,Undisputed,2000s,96,20000000,5.6,1769,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
2367,Une femme est une femme,1960s,84,160000,7.7,693,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,1,0
2368,"Unendliche Geschichte, Die",1980s,94,27000000,7.2,6742,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
2369,Unfaithful,2000s,125,50000000,6.6,8713,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
2370,Unforgettable,1990s,117,18000000,5.7,940,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
2371,"Unforgiven, The",1960s,121,5000000,6.8,618,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2372,Universal Soldier,1990s,99,23000000,5.2,5709,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
2373,"Unsaid, The",2000s,108,22000000,6.5,1084,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0,0
2374,"Untouchables, The",1980s,119,25000000,7.9,31587,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
2375,Up Close & Personal,1990s,124,60000000,5.7,3201,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1,0
2376,"Upside of Anger, The",2000s,118,13200000,7.2,1160,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,1,0
2377,Urban Legend,1990s,99,14000000,5.1,8245,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
2378,Urban Legends: Final Cut,2000s,97,15000000,3.8,3280,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
2379,Urbania,2000s,106,225000,6.9,1089,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0
2380,"Usual Suspects, The",1990s,106,6000000,8.7,103854,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,0,0,0,0
2381,Utomlyonnye solntsem,1990s,132,2800000,7.6,2173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0
2382,Valentine,2000s,96,10000000,4.2,4779,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
2383,Valley Girl,1980s,99,350000,5.9,2039,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
2384,Valley of the Dolls,1960s,123,5000000,5.5,967,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
2385,Vampire in Brooklyn,1990s,100,14000000,4.4,2716,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0
2386,Vampires,1990s,106,20000000,5.6,7908,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
2387,Van Helsing,2000s,132,160000000,5.4,19787,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2388,Van Wilder,2000s,94,6000000,5.8,7799,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
